,poid,step,source,target,memo,amount,free,locked,locked_poid
0,dea3f666-f514-436a-b682-22c587815c13,1,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),2000.00 USD,8000.00 USD,2000.00 USD,2000.00 USD
1,dea3f666-f514-436a-b682-22c587815c13,1,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),6.00 USD,8000.00 USD,1994.00 USD,1994.00 USD
2,dea3f666-f514-436a-b682-22c587815c13,1,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1994.00 USD,8000.00 USD,0.00 USD,0.00 USD
3,dea3f666-f514-436a-b682-22c587815c13,1,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1994.00 USD bitstamp:USD/BTC @ 19274.33),0.10345366 BTC,0.05000000 BTC,0.10345366 BTC,0.10345366 BTC
4,dea3f666-f514-436a-b682-22c587815c13,1,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,8000.00 USD,0.00 USD,0.00 USD
5,dea3f666-f514-436a-b682-22c587815c13,1,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.10345366 BTC,0.15345366 BTC,0.00000000 BTC,0.00000000 BTC
6,26299f52-a7f7-4b7a-8b0b-3a6536e1cf93,11,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.03069073 BTC,0.12276293 BTC,0.03069073 BTC,0.03069073 BTC
7,26299f52-a7f7-4b7a-8b0b-3a6536e1cf93,11,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00009207 BTC,0.12276293 BTC,0.03059866 BTC,0.03059866 BTC
8,26299f52-a7f7-4b7a-8b0b-3a6536e1cf93,11,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.03059866 BTC,0.12276293 BTC,0.00000000 BTC,0.00000000 BTC
9,26299f52-a7f7-4b7a-8b0b-3a6536e1cf93,11,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.03059866 BTC bitstamp:USD/BTC @ 23726.28),725.99 USD,8000.00 USD,725.99 USD,725.99 USD
10,26299f52-a7f7-4b7a-8b0b-3a6536e1cf93,11,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),725.99 USD,8725.99 USD,0.00 USD,0.00 USD
11,26299f52-a7f7-4b7a-8b0b-3a6536e1cf93,11,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.12276293 BTC,0.00000000 BTC,0.00000000 BTC
12,b68fc402-46a6-4ee3-9700-d507893656ba,12,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1745.20 USD,6980.79 USD,1745.20 USD,1745.20 USD
13,b68fc402-46a6-4ee3-9700-d507893656ba,12,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),5.24 USD,6980.79 USD,1739.96 USD,1739.96 USD
14,b68fc402-46a6-4ee3-9700-d507893656ba,12,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1739.96 USD,6980.79 USD,0.00 USD,0.00 USD
15,b68fc402-46a6-4ee3-9700-d507893656ba,12,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1739.96 USD bitstamp:USD/BTC @ 24705.15),0.07042904 BTC,0.12276293 BTC,0.07042904 BTC,0.07042904 BTC
16,b68fc402-46a6-4ee3-9700-d507893656ba,12,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,6980.79 USD,0.00 USD,0.00 USD
17,b68fc402-46a6-4ee3-9700-d507893656ba,12,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.07042904 BTC,0.19319197 BTC,0.00000000 BTC,0.00000000 BTC
18,29eefe24-1143-4ee3-be2c-6d8770bcf1a1,15,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.03863839 BTC,0.15455358 BTC,0.03863839 BTC,0.03863839 BTC
19,29eefe24-1143-4ee3-be2c-6d8770bcf1a1,15,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00011592 BTC,0.15455358 BTC,0.03852247 BTC,0.03852247 BTC
20,29eefe24-1143-4ee3-be2c-6d8770bcf1a1,15,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.03852247 BTC,0.15455358 BTC,0.00000000 BTC,0.00000000 BTC
21,29eefe24-1143-4ee3-be2c-6d8770bcf1a1,15,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.03852247 BTC bitstamp:USD/BTC @ 27037.91),1041.57 USD,6980.79 USD,1041.57 USD,1041.57 USD
22,29eefe24-1143-4ee3-be2c-6d8770bcf1a1,15,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1041.57 USD,8022.36 USD,0.00 USD,0.00 USD
23,29eefe24-1143-4ee3-be2c-6d8770bcf1a1,15,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.15455358 BTC,0.00000000 BTC,0.00000000 BTC
24,cdfec354-38a1-417b-8c4e-22316fd68612,16,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1604.47 USD,6417.89 USD,1604.47 USD,1604.47 USD
25,cdfec354-38a1-417b-8c4e-22316fd68612,16,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),4.81 USD,6417.89 USD,1599.66 USD,1599.66 USD
26,cdfec354-38a1-417b-8c4e-22316fd68612,16,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1599.66 USD,6417.89 USD,0.00 USD,0.00 USD
27,cdfec354-38a1-417b-8c4e-22316fd68612,16,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1599.66 USD bitstamp:USD/BTC @ 27370.00),0.05844574 BTC,0.15455358 BTC,0.05844574 BTC,0.05844574 BTC
28,cdfec354-38a1-417b-8c4e-22316fd68612,16,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,6417.89 USD,0.00 USD,0.00 USD
29,cdfec354-38a1-417b-8c4e-22316fd68612,16,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.05844574 BTC,0.21299932 BTC,0.00000000 BTC,0.00000000 BTC
30,7b992020-a4c3-4424-a604-64c1b9a90334,20,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.04259986 BTC,0.17039946 BTC,0.04259986 BTC,0.04259986 BTC
31,7b992020-a4c3-4424-a604-64c1b9a90334,20,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00012780 BTC,0.17039946 BTC,0.04247206 BTC,0.04247206 BTC
32,7b992020-a4c3-4424-a604-64c1b9a90334,20,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.04247206 BTC,0.17039946 BTC,0.00000000 BTC,0.00000000 BTC
33,7b992020-a4c3-4424-a604-64c1b9a90334,20,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.04247206 BTC bitstamp:USD/BTC @ 32216.53),1368.30 USD,6417.89 USD,1368.30 USD,1368.30 USD
34,7b992020-a4c3-4424-a604-64c1b9a90334,20,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1368.30 USD,7786.19 USD,0.00 USD,0.00 USD
35,7b992020-a4c3-4424-a604-64c1b9a90334,20,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.17039946 BTC,0.00000000 BTC,0.00000000 BTC
36,94cfc18b-9dbc-4b49-ad09-b04b8bc8cb9d,21,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1557.24 USD,6228.95 USD,1557.24 USD,1557.24 USD
37,94cfc18b-9dbc-4b49-ad09-b04b8bc8cb9d,21,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),4.67 USD,6228.95 USD,1552.57 USD,1552.57 USD
38,94cfc18b-9dbc-4b49-ad09-b04b8bc8cb9d,21,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1552.57 USD,6228.95 USD,0.00 USD,0.00 USD
39,94cfc18b-9dbc-4b49-ad09-b04b8bc8cb9d,21,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1552.57 USD bitstamp:USD/BTC @ 33097.83),0.04690851 BTC,0.17039946 BTC,0.04690851 BTC,0.04690851 BTC
40,94cfc18b-9dbc-4b49-ad09-b04b8bc8cb9d,21,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,6228.95 USD,0.00 USD,0.00 USD
41,94cfc18b-9dbc-4b49-ad09-b04b8bc8cb9d,21,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.04690851 BTC,0.21730797 BTC,0.00000000 BTC,0.00000000 BTC
42,3c9b560e-a136-43ea-8c6d-1dc39a61f300,23,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.04346159 BTC,0.17384638 BTC,0.04346159 BTC,0.04346159 BTC
43,3c9b560e-a136-43ea-8c6d-1dc39a61f300,23,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00013038 BTC,0.17384638 BTC,0.04333121 BTC,0.04333121 BTC
44,3c9b560e-a136-43ea-8c6d-1dc39a61f300,23,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.04333121 BTC,0.17384638 BTC,0.00000000 BTC,0.00000000 BTC
45,3c9b560e-a136-43ea-8c6d-1dc39a61f300,23,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.04333121 BTC bitstamp:USD/BTC @ 34039.05),1474.95 USD,6228.95 USD,1474.95 USD,1474.95 USD
46,3c9b560e-a136-43ea-8c6d-1dc39a61f300,23,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1474.95 USD,7703.90 USD,0.00 USD,0.00 USD
47,3c9b560e-a136-43ea-8c6d-1dc39a61f300,23,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.17384638 BTC,0.00000000 BTC,0.00000000 BTC
48,e0980a60-333a-433e-a687-218ff27c726c,24,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1540.78 USD,6163.12 USD,1540.78 USD,1540.78 USD
49,e0980a60-333a-433e-a687-218ff27c726c,24,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),4.62 USD,6163.12 USD,1536.16 USD,1536.16 USD
50,e0980a60-333a-433e-a687-218ff27c726c,24,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1536.16 USD,6163.12 USD,0.00 USD,0.00 USD
51,e0980a60-333a-433e-a687-218ff27c726c,24,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1536.16 USD bitstamp:USD/BTC @ 36849.94),0.04168691 BTC,0.17384638 BTC,0.04168691 BTC,0.04168691 BTC
52,e0980a60-333a-433e-a687-218ff27c726c,24,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,6163.12 USD,0.00 USD,0.00 USD
53,e0980a60-333a-433e-a687-218ff27c726c,24,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.04168691 BTC,0.21553329 BTC,0.00000000 BTC,0.00000000 BTC
54,d86f0b2e-edb1-4a05-9703-1a54214656ae,28,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.04310666 BTC,0.17242663 BTC,0.04310666 BTC,0.04310666 BTC
55,d86f0b2e-edb1-4a05-9703-1a54214656ae,28,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00012932 BTC,0.17242663 BTC,0.04297734 BTC,0.04297734 BTC
56,d86f0b2e-edb1-4a05-9703-1a54214656ae,28,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.04297734 BTC,0.17242663 BTC,0.00000000 BTC,0.00000000 BTC
57,d86f0b2e-edb1-4a05-9703-1a54214656ae,28,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.04297734 BTC bitstamp:USD/BTC @ 38173.73),1640.61 USD,6163.12 USD,1640.61 USD,1640.61 USD
58,d86f0b2e-edb1-4a05-9703-1a54214656ae,28,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1640.61 USD,7803.73 USD,0.00 USD,0.00 USD
59,d86f0b2e-edb1-4a05-9703-1a54214656ae,28,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.17242663 BTC,0.00000000 BTC,0.00000000 BTC
60,14cf4012-149d-46fd-9ec1-e7d068913e4e,29,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1560.75 USD,6242.98 USD,1560.75 USD,1560.75 USD
61,14cf4012-149d-46fd-9ec1-e7d068913e4e,29,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),4.68 USD,6242.98 USD,1556.07 USD,1556.07 USD
62,14cf4012-149d-46fd-9ec1-e7d068913e4e,29,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1556.07 USD,6242.98 USD,0.00 USD,0.00 USD
63,14cf4012-149d-46fd-9ec1-e7d068913e4e,29,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1556.07 USD bitstamp:USD/BTC @ 35455.58),0.04388787 BTC,0.17242663 BTC,0.04388787 BTC,0.04388787 BTC
64,14cf4012-149d-46fd-9ec1-e7d068913e4e,29,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,6242.98 USD,0.00 USD,0.00 USD
65,14cf4012-149d-46fd-9ec1-e7d068913e4e,29,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.04388787 BTC,0.21631450 BTC,0.00000000 BTC,0.00000000 BTC
66,7435102c-3086-41f6-82fa-007ed9b4c536,32,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.04326290 BTC,0.17305160 BTC,0.04326290 BTC,0.04326290 BTC
67,7435102c-3086-41f6-82fa-007ed9b4c536,32,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00012979 BTC,0.17305160 BTC,0.04313311 BTC,0.04313311 BTC
68,7435102c-3086-41f6-82fa-007ed9b4c536,32,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.04313311 BTC,0.17305160 BTC,0.00000000 BTC,0.00000000 BTC
69,7435102c-3086-41f6-82fa-007ed9b4c536,32,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.04313311 BTC bitstamp:USD/BTC @ 39134.35),1687.99 USD,6242.98 USD,1687.99 USD,1687.99 USD
70,7435102c-3086-41f6-82fa-007ed9b4c536,32,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1687.99 USD,7930.97 USD,0.00 USD,0.00 USD
71,7435102c-3086-41f6-82fa-007ed9b4c536,32,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.17305160 BTC,0.00000000 BTC,0.00000000 BTC
72,30c1748c-6aac-4b15-9a33-01c82f9f05a6,39,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1586.19 USD,6344.78 USD,1586.19 USD,1586.19 USD
73,30c1748c-6aac-4b15-9a33-01c82f9f05a6,39,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),4.76 USD,6344.78 USD,1581.43 USD,1581.43 USD
74,30c1748c-6aac-4b15-9a33-01c82f9f05a6,39,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1581.43 USD,6344.78 USD,0.00 USD,0.00 USD
75,30c1748c-6aac-4b15-9a33-01c82f9f05a6,39,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1581.43 USD bitstamp:USD/BTC @ 30818.18),0.05131484 BTC,0.17305160 BTC,0.05131484 BTC,0.05131484 BTC
76,30c1748c-6aac-4b15-9a33-01c82f9f05a6,39,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,6344.78 USD,0.00 USD,0.00 USD
77,30c1748c-6aac-4b15-9a33-01c82f9f05a6,39,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.05131484 BTC,0.22436644 BTC,0.00000000 BTC,0.00000000 BTC
78,44c11149-f759-44a8-8d8d-42c33758c0dd,41,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.04487329 BTC,0.17949315 BTC,0.04487329 BTC,0.04487329 BTC
79,44c11149-f759-44a8-8d8d-42c33758c0dd,41,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00013462 BTC,0.17949315 BTC,0.04473867 BTC,0.04473867 BTC
80,44c11149-f759-44a8-8d8d-42c33758c0dd,41,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.04473867 BTC,0.17949315 BTC,0.00000000 BTC,0.00000000 BTC
81,44c11149-f759-44a8-8d8d-42c33758c0dd,41,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.04473867 BTC bitstamp:USD/BTC @ 32117.49),1436.89 USD,6344.78 USD,1436.89 USD,1436.89 USD
82,44c11149-f759-44a8-8d8d-42c33758c0dd,41,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1436.89 USD,7781.67 USD,0.00 USD,0.00 USD
83,44c11149-f759-44a8-8d8d-42c33758c0dd,41,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.17949315 BTC,0.00000000 BTC,0.00000000 BTC
84,8797fd9c-9f90-4960-8e7a-18951bdc8737,43,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1556.33 USD,6225.34 USD,1556.33 USD,1556.33 USD
85,8797fd9c-9f90-4960-8e7a-18951bdc8737,43,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),4.67 USD,6225.34 USD,1551.66 USD,1551.66 USD
86,8797fd9c-9f90-4960-8e7a-18951bdc8737,43,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1551.66 USD,6225.34 USD,0.00 USD,0.00 USD
87,8797fd9c-9f90-4960-8e7a-18951bdc8737,43,bitstamp,bitstamp:BTC/locked,DEPOSIT (TRADED 1551.66 USD bitstamp:USD/BTC @ 32261.22),0.04809676 BTC,0.17949315 BTC,0.04809676 BTC,0.04809676 BTC
88,8797fd9c-9f90-4960-8e7a-18951bdc8737,43,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),0.00 USD,6225.34 USD,0.00 USD,0.00 USD
89,8797fd9c-9f90-4960-8e7a-18951bdc8737,43,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.04809676 BTC,0.22758991 BTC,0.00000000 BTC,0.00000000 BTC
90,3f25c80c-6602-4179-9e36-dcc95e9e8d7c,50,bitstamp:BTC/free,bitstamp:BTC/locked,LOCK (LOCK FOR ORDER),0.04551798 BTC,0.18207193 BTC,0.04551798 BTC,0.04551798 BTC
91,3f25c80c-6602-4179-9e36-dcc95e9e8d7c,50,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (COMMISSION),0.00013655 BTC,0.18207193 BTC,0.04538143 BTC,0.04538143 BTC
92,3f25c80c-6602-4179-9e36-dcc95e9e8d7c,50,bitstamp:BTC/locked,bitstamp,WITHDRAWAL (FILL ORDER),0.04538143 BTC,0.18207193 BTC,0.00000000 BTC,0.00000000 BTC
93,3f25c80c-6602-4179-9e36-dcc95e9e8d7c,50,bitstamp,bitstamp:USD/locked,DEPOSIT (TRADED 0.04538143 BTC bitstamp:USD/BTC @ 33532.74),1521.76 USD,6225.34 USD,1521.76 USD,1521.76 USD
94,3f25c80c-6602-4179-9e36-dcc95e9e8d7c,50,bitstamp:USD/locked,bitstamp:USD/free,UNLOCK USD (COMPLETED),1521.76 USD,7747.10 USD,0.00 USD,0.00 USD
95,3f25c80c-6602-4179-9e36-dcc95e9e8d7c,50,bitstamp:BTC/locked,bitstamp:BTC/free,UNLOCK BTC (COMPLETED),0.00000000 BTC,0.18207193 BTC,0.00000000 BTC,0.00000000 BTC
96,59e0bc52-6523-4490-8b64-a3b9a1ae1211,51,bitstamp:USD/free,bitstamp:USD/locked,LOCK (LOCK FOR ORDER),1549.42 USD,6197.68 USD,1549.42 USD,1549.42 USD
97,59e0bc52-6523-4490-8b64-a3b9a1ae1211,51,bitstamp:USD/locked,bitstamp,WITHDRAWAL (COMMISSION),4.65 USD,6197.68 USD,1544.77 USD,1544.77 USD
98,59e0bc52-6523-4490-8b64-a3b9a1ae1211,51,bitstamp:USD/locked,bitstamp,WITHDRAWAL (FILL ORDER),1544.77 USD,6197.68 USD,0.00 USD,0.00 USD
